drugbank_id	name	atc_codes
DB08909	Glycerol phenylbutyrate	A16AX09
DB08910	Pomalidomide	L04AX06
DB08911	Trametinib	L01XE25
DB08912	Dabrafenib	L01XE23
DB08916	Afatinib	L01XE13
DB08925	Adrafinil	N06BX17
DB08928	Arsthinol	P01AR01
DB08930	Dolutegravir	J05AX12|J05AR27|J05AR13|J05AR25|J05AR21
DB08931	Riociguat	C02KX05
DB08932	Macitentan	C02KX04
DB08933	Luliconazole	D01AC18
DB08934	Sofosbuvir	J05AP08|J05AP51|J05AP55|J05AP56
DB08935	Obinutuzumab	L01XC15
DB08936	Chlorcyclizine	R06AE04
DB08938	Magaldrate	A02AD02|A02AF01
DB08939	Letosteine	R05CB09
DB08940	Kebuzone	M01AA06
DB08941	Isoxsuprine	C04AA01
DB08943	Isoconazole	G01AF07|G01AF20|D01AC05
DB08944	Isoaminile	R05DB04
DB08945	Iotroxic acid	V08AC02
DB08946	Iopanoic acid	V08AC06
DB08947	Iopamidol	V08AB04
DB08948	Iodamide	V08AA03
DB08949	Inositol nicotinate	C04AC03
DB08950	Indoramin	C02CA02
DB08951	Indoprofen	M01AE10
DB08954	Ifenprodil	C04AX28
DB08955	Ibuproxam	M01AE13
DB08957	Hexoprenaline	R03AC06|R03CC05
DB08958	Hexetidine	G01AX16|A01AB12
DB08962	Glibornuride	A10BB04
DB08964	Gemeprost	G02AD03
DB08965	Fusafungine	R02AB03
DB08967	Dimetotiazine	N02CX05
DB08970	Fluprednidene	D07XB03|D07AB07|D07CB02
DB08971	Fluocortolone	D07AC05|D07BC03|D07CC06|S01CA04|D07XC05|H02AB03|C05AA08
DB08972	Flumequine	J01MB07
DB08974	Flubendazole	P02CA05
DB08976	Floctafenine	N02BG04
DB08978	Fentonium	A03BB04
DB08979	Fenspiride	R03BX01|R03DX03
DB08980	Fendiline	C08EA01
DB08981	Fenbufen	M01AE05
DB08983	Etofibrate	C10AB09
DB08984	Etofenamate	M02AA06
DB08985	Etilefrine	C01CA51|C01CA01
DB08986	Etifoxine	N05BX03
DB08987	Etidocaine	N01BB07|N01BB57
DB08989	Etamivan	R07AB04
DB08990	Eprazinone	R05CB04
DB08992	Eperisone	M03BX09
DB08993	Enviomycin	J04AB06
DB08994	Ditazole	B01AC01
DB08995	Diosmin	C05CA03|C05CA53
DB08996	Dimetacrine	N06AA18
DB08997	Dexetimide	N04AA08
DB08999	Cyclopentamine	R01AA02
DB09000	Cyamemazine	N05AA06
DB09001	Barbexaclone	N03AA04
DB09002	Cloperastine	R05DB21
DB09004	Clobutinol	R05DB03
DB09005	Batroxobin	B02BX03
DB09007	Chlorphenoxamine	D04AA34|R06AA06|R06AA56
DB09008	Cefaloridine	J01DB02
DB09009	Articaine	N01BB58|N01BB08
DB09010	Carmofur	L01BC04
DB09011	Beclamide	N03AX30
DB09012	Carbazochrome	B02BX02
DB09013	Befunolol	S01ED06
DB09014	Captodiame	N05BB02
DB09015	Canrenoic acid	C03DA02
DB09016	Butriptyline	N06AA15
DB09017	Brotizolam	N05CD09
DB09018	Bromopride	A03FA04
DB09019	Bromhexine	R05CB02
DB09020	Bisacodyl	A06AB52|A06AB02|A06AG02
DB09021	Benzoctamine	N05BD01
DB09022	Benfluorex	A10BX06
DB09026	Aliskiren	C09XA54|C09XA53|C09DX02|C09XA02|C09XA52
DB09027	Ledipasvir	J05AP51
DB09028	Cytisine	N07BA04
DB09029	Secukinumab	L04AC10
DB09030	Vorapaxar	B01AC26
DB09031	Miltefosine	P01CX04
DB09033	Vedolizumab	L04AA33
DB09034	Suvorexant	N05CM19
DB09035	Nivolumab	L01XC17
DB09036	Siltuximab	L04AC11
DB09037	Pembrolizumab	L01XC18
DB09038	Empagliflozin	A10BD19|A10BD20|A10BK03
DB09039	Eliglustat	A16AX10
DB09040	Efinaconazole	D01AC19
DB09041	Tavaborole	D01AE24
DB09043	Albiglutide	A10BJ04
DB09045	Dulaglutide	A10BJ05
DB09046	Metreleptin	A16AA07
DB09049	Naloxegol	A06AH03
DB09051	Elosulfase alfa	A16AB12
DB09052	Blinatumomab	L01XC19
DB09053	Ibrutinib	L01XE27
DB09054	Idelalisib	L01XX47
DB09055	Acipimox	C10AD06
DB09056	Amorolfine	D01AE16
DB09059	Atosiban	G02CX01
DB09061	Cannabidiol	N03AX24
DB09062	Cefminox	J01DC12
DB09063	Ceritinib	L01XE28
DB09064	Ciprofibrate	C10AB08
DB09065	Cobicistat	J05AR09|J05AR15|J05AR14|J05AR22|J05AR18|V03AX03
DB09066	Corifollitropin alfa	G03GA09
DB09068	Vortioxetine	N06AX26
DB09069	Trimetazidine	C01EB15
DB09070	Tibolone	G03CX01
DB09071	Tasimelteon	N05CH03
DB09072	Sodium oxybate	N01AX11|N07XX04
DB09073	Palbociclib	L01XE33
DB09074	Olaparib	L01XX46
DB09075	Edoxaban	B01AF03
DB09076	Umeclidinium	R03AL08|R03AL03|R03BB07
DB09077	Dinutuximab	L01XC16
DB09078	Lenvatinib	L01XE29
DB09079	Nintedanib	L01XE31
DB09080	Olodaterol	R03AL06|R03AC19
DB09081	Idebenone	N06BX13
DB09082	Vilanterol	R03AL08|R03AK10|R03AL03
DB09083	Ivabradine	C01EB17|C07FX05|C07FX06
DB09084	Benzydamine	A01AD02|M01AX07|M02AA05|G02CC03|R02AX03
DB09085	Tetracaine	C05AD02|N01BA03|D04AB06|N01BA53|S01HA03
DB09089	Trimebutine	A03AA05
DB09090	Pinaverium	A03AX04
DB09091	Tixocortol	R01AD57|R01AD07|A07EA05
DB09092	Xanthinol	C04AD02
DB09093	Chlortetracycline	D06AA02|S01AA02|J01AA03|J01AA20|A01AB21
DB09095	Difluocortolone	D07AC06|D07XC04|D07BC04
DB09096	Benzoyl peroxide	D10AE01|D10AE51
DB09097	Quinagolide	G02CB04
DB09098	Somatrem	H01AC02
DB09099	Somatostatin	H01CB01
DB09101	Elvitegravir	J05AR09|J05AX11|J05AR18
DB09102	Daclatasvir	J05AP58|J05AP07
DB09103	Ancestim	L03AA12
DB09104	Magnesium hydroxide	G04BX01|A02AA04
DB09105	Asfotase alfa	A16AB13
DB09106	Hydroxyethyl Starch	B05AA07
DB09107	Methoxy polyethylene glycol-epoetin beta	B03XA03
DB09110	Coenzyme M	R05CB05|V03AF01
DB09112	Nitrous acid	V03AB08
DB09114	Colfosceril palmitate	R07AA01
DB09115	Diiodohydroxyquinoline	G01AC01
DB09116	Calcium carbimide	N07BB02
DB09117	Paraldehyde	N05CC05
DB09118	Stiripentol	N03AX17
DB09120	Zucapsaicin	M02AB02
DB09121	Aurothioglucose	M01CB04
DB09122	Peginterferon beta-1a	L03AB13
DB09123	Dienogest	G03AB08|G03DB08|G03FA15|G03AA16
DB09124	Medrogestone	G03FB07|G03DB03
DB09125	Potassium citrate	A12BA02
DB09126	Chorionic Gonadotropin (Human)	G03GA01
DB09128	Brexpiprazole	N05AX16
DB09132	Gadoteric acid	V08CA02
DB09133	Iothalamic acid	V08AA04
DB09134	Ioversol	V08AB07
DB09135	Ioxilan	V08AB12
DB09137	Technetium Tc-99m mebrofenin	V09DA04
DB09138	Technetium Tc-99m medronate	V09BA02
DB09139	Technetium Tc-99m oxidronate	V09BA01
DB09140	Oxygen	V03AN01
DB09142	Sincalide	V04CC03
DB09143	Sonidegib	L01XX48
DB09144	Uridine triacetate	A16AX13
DB09146	Iron sucrose	B03AB02|V03AE05
DB09148	Florbetaben (18F)	V09AX06
DB09149	Florbetapir (18F)	V09AX05
DB09151	Flutemetamol (18F)	V09AX04
DB09152	Nitrogen	V03AN04
DB09153	Sodium chloride	B05XA03|B05CB01|A12CA01
DB09154	Sodium citrate	B05CB02
DB09155	Helium	V03AN03
DB09156	Iopromide	V08AB05
DB09157	Carbon dioxide	V03AN02
DB09160	Technetium Tc-99m tetrofosmin	V09GA02
DB09161	Technetium Tc-99m sestamibi	V09GA01
DB09163	Technetium Tc-99m exametazime	V09AA01
DB09164	Technetium Tc-99m disofenin	V09DA01
DB09165	Technetium Tc-99m pyrophosphate	V09BA03
DB09166	Etizolam	N05BA19
DB09167	Dosulepin	N06AA16
DB09183	Dasabuvir	J05AP09|J05AP52
DB09185	Viloxazine	N06AX09
DB09194	Etoperidone	N06AB09
DB09203	Synephrine	S01GA06|S01GA56|C01CA08
DB09205	Moxisylyte	C04AX10|G04BE06
DB09206	Trimazosin	C02CA03
DB09208	Pegloticase	M04AX02
DB09209	Pholcodine	R05DA08
DB09210	Piracetam	N06BX03
DB09213	Dexibuprofen	M01AE14
DB09214	Dexketoprofen	M02AA27|N02AJ14|M01AE17
DB09215	Droxicam	M01AC04
DB09216	Tolfenamic acid	M01AG02
DB09219	Bisoxatin	A06AB09
DB09220	Nicorandil	C01DX16
DB09222	Fibrinogen human	B02BB01
DB09224	Melperone	N05AD03
DB09225	Zotepine	N05AX11
DB09227	Barnidipine	C08CA12
DB09228	Conestat alfa	B06AC04
DB09231	Benidipine	C08CA15
DB09232	Cilnidipine	C08CA14
DB09236	Lacidipine	C08CA09
DB09238	Manidipine	C08CA11|C09BB12
DB09241	Methylene blue	V03AB17|V04CG05
DB09242	Moxonidine	C02AC05|C02LC05
DB09245	Toloxatone	N06AG03
DB09247	Iproclozide	N06AF06
DB09255	Dextran	B05AA05
DB09256	Tegafur	L01BC03|L01BC53
DB09258	Bemiparin	B01AB12
DB09259	Reviparin	B01AB08
DB09260	Parnaparin	B01AB07
DB09264	Idarucizumab	V03AB37
DB09265	Lixisenatide	A10AE54|A10BJ03
DB09266	Technetium Tc-99m tilmanocept	V09IA09
DB09267	Strontium ranelate	M05BX03|M05BX53
DB09268	Picosulfuric acid	A06AB08|A06AB58
DB09270	Ubidecarenone	C01EB09
DB09271	Cimetropium	A03BB05
DB09272	Eluxadoline	A07DA06
DB09273	Doxofylline	R03DA11
DB09274	Artesunate	P01BE03|P01BF02|P01BF03|P01BF06|P01BF04
DB09276	Sodium aurothiomalate	M01CB01
DB09278	Activated charcoal	A07BA51|A07BA01
DB09279	Fimasartan	C09DA10|C09CA10|C09DB09|C10BX16
DB09280	Lumacaftor	R07AX30
DB09282	Molsidomine	C01DX12
DB09283	Trapidil	C01DX11
DB09284	Imolamine	C01DX09
DB09285	Morniflumate	M01AX22
DB09286	Pipamperone	N05AD05
DB09287	Polyethylene glycol	A06AD15|A06AD65
DB09288	Propacetamol	N02BE05
DB09289	Tianeptine	N06AX14
DB09291	Rolapitant	A04AD14
DB09292	Sacubitril	C09DX04
DB09293	Iodide I-131	V09FX03|V10XA01
DB09296	Ombitasvir	J05AP53|J05AP52
DB09297	Paritaprevir	J05AP53|J05AP52
DB09299	Tenofovir alafenamide	J05AR19|J05AR20|J05AR17|J05AF13|J05AR22|J05AR18
DB09300	Butylscopolamine	A03DB04|A03BB01
DB09301	Chondroitin sulfate	M01AX25
DB09302	Alirocumab	C10AX14
DB09303	Evolocumab	C10AX13
DB09308	Solithromycin	J01FA16
DB09310	Catridecacog	B02BD11
DB09312	Antilymphocyte immunoglobulin (horse)	L04AA03
DB09313	Ioxaglic acid	V08AB03
DB09314	Technetium Tc-99m pertechnetate	V09FX01
DB09315	Xenon-133	V09EX03
DB09319	Carindacillin	J01CR50|J01CA05
DB09320	Procaine benzylpenicillin	J01CR50|J01CE09
DB09321	Zinc oxide	C05AX04
DB09322	Zinc sulfate	C05AX04|A12CB01
DB09324	Sulbactam	J01CG01
DB09325	Sodium fluoride	A01AA51|A01AA01|A12CD01
DB09330	Osimertinib	L01XE35
DB09331	Daratumumab	L01XC24
DB09333	Iopodic acid	V08AC08|V08AC10
DB09337	Medical air	V03AN05
DB09338	Mersalyl	C03BC01
DB09340	Tyropanoic acid	V08AC09
DB09344	Invert sugar	C05BB03
DB09345	Pramocaine	D04AB07|C05AD07
DB09346	Metrizoic acid	V08AA02
DB09347	Acetrizoic acid	V08AA07
DB09357	Dexpanthenol	D03AX03|S01XA12|A11HA30
DB09363	Rauwolfia serpentina root	C02AA03|C02LA08
DB09366	Propyliodone	V08AD03
DB09369	Polyestradiol phosphate	L02AA02
DB09370	Sodium phosphate P 32	V10XX01
DB09371	Norethynodrel	G03FA09
DB09375	Chymotrypsin	S01KX01|B06AA04
DB09382	Iodohippurate sodium I-131	V09CX02
DB09383	Meprednisone	H02AB15
DB09389	Norgestrel	G03FA10|G03FB01|G03AA06
DB09393	Amino acids	B05BA01
DB09395	Sodium acetate	B05XA08
DB09397	Technetium Tc-99m sulfur colloid	V09DB05
DB09398	Fluoride ion F-18	V09IX06
DB09403	Iocetamic acid	V08AC07
DB09407	Magnesium chloride	A12CC01|B05XA11
DB09418	Potassium perchlorate	H03BC01
DB09420	Iodide I-123	V09FX02
DB09421	Protirelin	V04CJ02
DB09425	Indium In-111 pentetate	V09AX01
DB09443	Krypton Kr 81m	V09EX01
DB09448	Iodohippurate sodium I-123	V09CX01
DB09456	Insulin beef	A10AD02|A10AC02|A10AE02|A10AB02
DB09462	Glycerin	A06AX01|A06AG04
DB09472	Sodium sulfate	A06AD13|A12CA02
DB09480	Iofetamine I-123	V09AB01
DB09481	Magnesium carbonate	A02AA01|V03AE04|A06AD01
DB09483	Potassium lactate	B05XA15
DB09484	Sodium fluorophosphate	A12CD02|A01AA02
DB09487	Iotrolan	V08AB06
DB09488	Acrivastine	R06AX18
DB09496	Octinoxate	D02BA02
DB09498	Strontium chloride Sr-89	V10BX01
DB09501	Ferric ammonium citrate	V08CA07
DB09502	Fludeoxyglucose (18F)	V09IX04
DB09507	Ferumoxsil	V08CB01
DB09510	Urea C-13	V04CX05
DB09516	Mequinol	D11AX06
DB09526	Hydroquinone	D11AX11
DB09532	Secretin human	V04CK01
DB09551	Desoxyribonuclease	B06AA02|B06AA10
DB09559	Necitumumab	L01XC22
DB09561	Sodium glycerophosphate	B05XA14
DB09564	Insulin degludec	A10AD06|A10AE56|A10AE06
DB09570	Ixazomib	L01XX50
DB10062	Rabies virus inactivated antigen, B	J06AA06
DB10276	Rotavirus vaccine	J07BH01
DB10283	Rabies virus inactivated antigen, A	J06AA06
DB10317	Rubella virus vaccine	J07BJ01
DB10400	Dermatophagoides farinae	V01AA03
DB10401	Dermatophagoides pteronyssinus	V01AA03
DB10535	Karaya gum	A06AC03|A06AC53
DB10583	Clostridium tetani toxoid antigen (formaldehyde inactivated)	J07AM51|J07AM01|J07AM52
DB10584	Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)	J07AF01
DB10805	Yellow Fever Vaccine	J07BL01
DB11057	Mineral oil	A06AA01|A06AA51
DB11068	Selenic acid	A12CE01
DB11071	Phenyl salicylate	G04BX12
DB11073	Cetylpyridinium	D08AJ03|B05CA01|R02AA06|D09AA07
DB11075	Hypromellose	S01KA02
DB11080	Silver nitrate	D08AL01
DB11081	Aluminum chloride	D10AX01
DB11085	Resorcinol	D10AX02|S01AX06
DB11091	Hydrogen peroxide	D08AX01|S02AA06|D11AX25|A01AB02
DB11092	Stannous fluoride	A01AA04
DB11093	Calcium citrate	A12AA13|A11GB01
DB11095	Desirudin	B01AE01
DB11098	Potassium bicarbonate	A12BA04
DB11105	Benzalkonium	R02AA16|D08AJ01|D09AA11
DB11110	Magnesium citrate	B05CB03|A12CC04|A06AD19
DB11113	Castor oil	A06AB05
DB11117	Undecylenic acid	D01AE04|D01AE54
DB11121	Chloroxylenol	D08AE05
DB11123	Hypochlorite	D08AX07
DB11125	Benzethonium	D08AJ58|R02AA09|D08AJ08
DB11126	Calcium gluconate	A12AA03|D11AX03
DB11127	Selenious acid	A12CE02
DB11130	Opium	A07DA02|N02AA02
DB11145	Oxyquinoline	R02AA14|A01AB07|D08AH03|G01AC30
DB11150	Barium sulfate	V08BA02
DB11156	Pyrantel	P02CC01
DB11157	Anthralin	D05AC01|D05AC51
DB11158	Pectin	A07BC01
DB11181	Homatropine	S01FA05
DB11182	Rose bengal	S01JA02
DB11186	Pentoxyverine	R05DB05
DB11190	Pantethine	A11HA32
DB11191	Cobamamide	B03BA04
DB11228	Methylcellulose	A06AC06
DB11235	Thonzylamine	D04AA01|R06AC06|R01AC06
DB11237	Trypsin	B06AA07|D03BA01|M09AB52
DB11248	Zinc gluconate	C05AX04|A12CB02
DB11251	Tocopherol	A11HA03
DB11254	Hexylresorcinol	R02AA12
DB11282	Diethyltoluamide	P03BX01
DB11300	Thrombin	B02BC06|B02BD30
DB11312	Protein C	B01AD12
DB11315	Methscopolamine	A03CB01|S01FA03|A03BB03
DB11326	Boric acid	S02AA03
DB11342	Aluminum oxide	D10AX04
DB11348	Calcium Phosphate	A12AA01|A11GB01
DB11362	Selexipag	B01AC27
DB11363	Alectinib	L01XE36
DB11364	Pidotimod	L03AX05
DB11365	Sennosides	A06AB56|A06AB06
DB11366	Roquinimex	L03AX02
DB11367	Cefroxadine	J01DB11
DB11368	Chlorophetanol	D01AE06
DB11371	Alfaxalone	N01AX05
DB11386	Chlorobutanol	A04AD54|A04AD04
DB11387	Chloroform	N01AB02
DB11396	Dichlorophen	P02DX02
DB11410	Fenbendazole	P02CA06
DB11431	Moxidectin	P02CX03
DB11442	Oleandomycin	J01RA08|J01FA05
DB11473	Metrifonate	P02BB01
DB11476	Virginiamycin	D06AX10
DB11490	Nalorphine	V03AB02
DB11512	Dihydrostreptomycin	S01AA15
DB11526	Masitinib	L01XE22
DB11560	Lesinurad	M04AB05
DB11561	Aminacrine	D08AA02
DB11563	Sebelipase alfa	A16AB14
DB11569	Ixekizumab	L04AC13
DB11573	Aluminum chlorohydrate	D09AA08|M05BX02
DB11574	Elbasvir	J05AP54|J05AP10
DB11575	Grazoprevir	J05AP11|J05AP54
DB11576	Ferric oxide	V08CB03
DB11577	Indigotindisulfonic acid	V04CH02
DB11580	Ravulizumab	L04AA43
DB11581	Venetoclax	L01XX52
DB11582	Thiocolchicoside	M03BX05|M03BX55
DB11584	Pipradrol	N06BX15
DB11586	Asunaprevir	J05AP06|J05AP58
DB11588	Carbon monoxide	V04CX08
DB11590	Thimerosal	D08AK06
DB11591	Bilastine	R06AX29
DB11594	Domiphen	A01AB06
DB11595	Atezolizumab	L01XC32
DB11596	Levoleucovorin	V03AF10|V03AF04
DB11598	Antithrombin III human	B01AB02
DB11604	Tetanus Immune Globulin	J06BB02
DB11606	Susoctocog alfa	B02BD14
DB11609	Normethadone	R05DA06
DB11611	Lifitegrast	S01XA25
DB11613	Velpatasvir	J05AP55|J05AP56
DB11614	Rupatadine	R06AX28
DB11616	Pirarubicin	L01DB08
DB11617	Aclarubicin	L01DB04
DB11618	Zorubicin	L01DB05
DB11619	Gestrinone	G03XA02
DB11625	Perflenapent	V08DA03
DB11626	Tasonermin	L03AX11
DB11630	Temoporfin	L01XD05
DB11631	Eptotermin Alfa	M05BC02
DB11632	Opicapone	N04BX04
DB11633	Isavuconazole	J02AC05
DB11634	Colestilan chloride	V03AE06
DB11635	Tocofersolan	A11HA08
DB11636	Nomegestrol	G03AA14|G03FB12|G03DB04
DB11637	Delamanid	J04AK06
DB11638	Artenimol	P01BF05|P01BE05
DB11639	Dibotermin alfa	M05BC01
DB11640	Amifampridine	N07XX05
DB11641	Vinflunine	L01CA05
DB11642	Pitolisant	N07XX11
DB11644	Tafamidis	N07XX08
DB11656	Rebamipide	A02BX14
DB11660	Latanoprostene bunod	S01EE06
DB11675	Mosapride	A03FA09
DB11678	Treosulfan	L01AB02
DB11691	Naldemedine	A06AH05
DB11693	Voclosporin	L04AD03
DB11696	Racecadotril	A07XA04
DB11698	Ipragliflozin	A10BK05
DB11699	Tropisetron	A04AA03
DB11701	Amenamevir	J05AX26
DB11703	Acalabrutinib	L01XE51
DB11705	Iomeprol	V08AB10
DB11712	Tezacaftor	R07AX31
DB11714	Durvalumab	L01XC28
DB11717	Epacadostat	L01XX58
DB11718	Encorafenib	L01XE46
DB11730	Ribociclib	L01XE42
DB11735	Galactose	V08DA02|V04CE01
DB11737	Icotinib	L01XE48
DB11738	Rilmenidine	C02AC06
DB11739	Vonoprazan	A02BD14|A02BD15|A02BC08
DB11742	Ebastine	R06AX22
DB11748	Benfotiamine	A11DA03
DB11750	Clobetasol	D07AD01|D07CD01
DB11753	Rifamycin	S01AA16|D06AX15|A07AA13|S02AA12|J04AB03
DB11760	Talazoparib	L01XX60
DB11767	Sarilumab	L04AC14
DB11770	Talinolol	C07AB13
DB11774	Pazufloxacin	J01MA18
DB11776	Brodalumab	L04AC12
DB11783	Imidapril	C09AA16
DB11793	Niraparib	L01XX54
DB11797	Aceneuramic acid	M09AX05
DB11799	Bictegravir	J05AR20
DB11800	Tivozanib	L01XE34
DB11803	Sirukumab	L04AC15
DB11808	Faldaprevir	J05AP04
DB11817	Baricitinib	L04AA37
DB11820	Nifurtimox	P01CC01
DB11823	Esketamine	N06AX27|N01AX14
DB11827	Ertugliflozin	A10BD23|A10BK04|A10BD24
DB11828	Neratinib	L01XE45
DB11834	Guselkumab	L04AC16
DB11835	Indium In-111 pentetreotide	V09IB01
DB11837	Osilodrostat	H02CA02
DB11841	Entinostat	L01XX64
DB11842	Angiotensin II	C01CX09
DB11855	Revefenacin	R03BB08
DB11866	Romosozumab	M05BX06
DB11876	Alanyl glutamine	B05XB02
DB11892	Prulifloxacin	J01MA17
DB11901	Apalutamide	L02BB05
DB11907	Rociletinib	L01XE37
DB11915	Valbenazine	N07XX13
DB11921	Deflazacort	H02AB13
DB11935	Flomoxef	J01DC14
DB11936	Bempedoic acid	C10AX15
DB11942	Selinexor	L01XX66
DB11943	Delafloxacin	J01MA23
DB11945	Avelumab	L01XC31
DB11963	Dacomitinib	L01XE47
DB11967	Binimetinib	L01XE41
DB11978	Glasdegib	L01XX63
DB11979	Elagolix	H01CC03
DB11986	Entrectinib	L01XE56
DB11988	Ocrelizumab	L04AA36
DB11989	Benznidazole	P01CA02
DB11994	Diacerein	M01AX21
DB11995	Avatrombopag	B02BX08
DB11996	Thymopentin	L03AX09
DB11999	Vosaroxin	L01XX53
DB12001	Abemaciclib	L01XE50
DB12010	Fostamatinib	B02BX09
DB12015	Alpelisib	L01XX65
DB12020	Tecovirimat	J05AX24
DB12023	Benralizumab	R03DX10
DB12026	Voxilaprevir	J05AP56
DB12035	Sarecycline	J01AA14|J01AA20
DB12038	Ulinastatin	B02AB05
DB12070	Letermovir	J05AX18
DB12079	Gefarnate	A02BX77|A02BX07
DB12081	Anecortave	S01LA02
DB12086	Oxitropium	R03BB02
DB12107	Vaborbactam	J01DH52
DB12123	Cinepazide	C04AX27
DB12127	Sultamicillin	J01CR50|J01CR04
DB12130	Lorlatinib	L01XE44
DB12131	Vinpocetine	N06BX18
DB12141	Gilteritinib	L01XE54
DB12153	Citicoline	N06BX06
DB12159	Dupilumab	D11AH05
DB12160	Bucillamine	M01CC02
DB12172	Nimorazole	P01AB06
DB12184	Gepirone	N06AX19
DB12190	Faropenem	J01DI03
DB12212	Landiolol	C07AB14
DB12216	Bergapten	D05BA03
DB12221	Canrenone	C03DA03
DB12225	Beclabuvir	J05AP58
DB12243	Edaravone	N07XX14
DB12245	Triclabendazole	P02BX04
DB12248	Tulobuterol	R03CC11|R03AC11
DB12251	Moxaverine	A03AD30
DB12265	Fexinidazole	P01CA03
DB12267	Brigatinib	L01XE43
DB12277	Polihexanide	D08AC05
DB12278	Propiverine	G04BD06
DB12281	Luspatercept	B03XA06
DB12293	Nefopam	N02BG06
DB12301	Doravirine	J05AR24|J05AG06
DB12313	Dopexamine	C01CA14
DB12319	Benzbromarone	M04AB03
DB12329	Eravacycline	J01AA13|J01AA20
DB12332	Rucaparib	L01XX55
DB12338	Carisbamate	N03AX19
DB12343	Temocillin	J01CR50|J01CA17
DB12364	Betrixaban	B01AF04
DB12366	Vestronidase alfa	A16AB18
DB12371	Siponimod	L04AA42
DB12374	Velmanase alfa	A16AB15
DB12399	Polmacoxib	M01AH07
DB12401	Bromperidol	N05AD06
DB12404	Remimazolam	N05CD14
DB12407	Iobitridol	V08AB11
DB12412	Gemigliptin	A10BH06|A10BH52|A10BD18
DB12447	Nadifloxacin	D10AF05
DB12455	Omadacycline	J01AA15|J01AA20
DB12459	Belotecan	L01XX68
DB12465	Ketanserin	C02KD01
DB12466	Favipiravir	J05AX27
DB12472	Levodropropizine	R05DB27
DB12473	Taurolidine	B05CA05
DB12474	Lynestrenol	G03AB02|G03AA03|G03DC03|G03FA07|G03FB02|G03AC02
DB12478	Piribedil	N04BC08
DB12483	Copanlisib	L01XX61
DB12487	Promestriene	G03CA09
DB12492	Piritramide	N02AC03
DB12498	Mogamulizumab	L01XC25
DB12500	Fedratinib	L01XE57
DB12523	Mizolastine	R06AX25
DB12525	Molgramostim	L03AA03
DB12532	Oxetacaine	C05AD06
DB12545	Indobufen	B01AC10
DB12554	Mebeverine	A03AA04
DB12604	Sisomicin	J01GB08
DB12612	Ozanimod	L04AA38
DB12615	Plazomicin	J01GB14
DB12624	Octenidine	G01AX66|R02AA21|D08AJ57
DB12625	Evogliptin	A10BH07|A10BD22
DB12656	Somatorelin	V04CD05
DB12661	Urapidil	C02CA06
DB12667	Protionamide	J04AD01
DB12692	Gusperimus	L04AA19
DB12698	Ibalizumab	J05AX23
DB12699	Balugrastim	L03AA15
DB12708	Sulprostone	G02AD05
DB12710	Perazine	N05AB10
DB12713	Sotagliflozin	A10BK06
DB12766	Cicletanine	C03BX03
DB12768	BCG vaccine	L03AX03
DB12770	Lafutidine	A02BA08
DB12787	Norethandrolone	A14AA09
DB12789	Dinoprost	G02AD01
DB12791	Laninamivir	J05AH04
DB12808	Trifarotene	D10AD06
DB12814	Cepeginterferon alfa-2B	L03AB14
DB12825	Lefamulin	J01XX12
DB12829	Amithiozone	J04AM04|J04AK07
DB12832	Prednimustine	L01AA08
DB12834	Secnidazole	P01AB07|J01RA07
DB12839	Pegvaliase	A16AB19
DB12846	Reproterol	R03AK05|R03CC14|R03AC15
DB12864	Melarsoprol	P01CD01
DB12865	Etelcalcetide	H05BX04
DB12867	Benperidol	N05AD07
DB12874	Quizartinib	L01XE52
DB12877	Oxatomide	R06AE06
DB12902	Trofosfamide	L01AA07
DB12923	Gallopamil	C08DA02
DB12924	Ozenoxacin	D06AX14
DB12926	Cafedrine	C01CA21
DB12927	Theodrenaline	C01CA23
DB12930	Opipramol	N06AA05
DB12941	Darolutamide	L02BB06
DB12942	Lactitol	A06AD12
DB12944	Phloroglucinol	A03AX12
DB12945	Dihydralazine	C02LG01|C02LG51|C02DB01
DB12951	Pivagabine	N06AX15
DB12954	Terizidone	J04AK03
DB12958	Prothipendyl	N05AX07
DB12965	Silver	D08AL30
DB12967	Mitoguazone	L01XX16
DB12975	Pyronaridine	P01BF06
DB13003	Cortivazol	H02AB17
DB13025	Tiapride	N05AL03
DB13026	Ornidazole	G01AF06|J01RA09|J01XD03|P01AB03|J01RA05|J01RA12
DB13028	Biapenem	J01DH05
DB13042	Fenoverine	A03AX05
DB13050	Tirilazad	N07XX01
DB13064	Tramazoline	R01AA09
DB13069	Nimustine	L01AD06
DB13071	Creatinolfosfate	C01EB05
DB13074	Macimorelin	V04CD06
DB13076	Yttrium Y-90	V10AA01
DB13084	Pyritinol	N06BX02
DB13089	Enoxolone	D03AX10
DB13091	Tiropramide	A03AC05
DB13092	Meclocycline	D10AF04
DB13099	Valnoctamide	N05CM13
DB13124	Troxerutin	C05CA04|C05CA54
DB13125	Lusutrombopag	B02BX07
DB13129	Trimegestone	G03FA16|G03FB11
DB13132	Artemisinin	P01BE01
DB13133	Von Willebrand Factor Human	B02BD06|B02BD10
DB13136	Fluindione	B01AA12
DB13140	Bezlotoxumab	J06BB21
DB13142	Calcium glubionate anhydrous	A12AA02
DB13143	Methallenestril	G03CC03|G03CB03
DB13144	Lenograstim	L03AA10
DB13146	Fluciclovine (18F)	V09IX12
DB13148	Coagulation factor X human	B02BD13
