chemical_cid,uniport_accession,score
9047,Q93315,0.396
6817,O44906,0.396
1486,P91270,0.396
14195,G5EG59,0.396
6245,Q965Q1,0.396
8657,Q23270,0.396
794,Q22066,0.396
878,Q19752,0.396
906,G5ECY6,0.396
7099,O17583,0.396
20393,Q9N5D6,0.396
8479,Q9N4A5,0.396
20393,Q09353,0.396
5819,Q19328,0.396
20393,O02482,0.396
6569,Q18680,0.396
7515,Q20624,0.396
22780,P91427,0.396
8974,O16259,0.396
7714,Q9U296,0.396
8207,P90994,0.396
15761,P53596,0.396
18827,Q9N537,0.396
24833,Q9NGT3,0.396
24466,Q9U2Q8,0.396
12486,O44512,0.396
7847,A7UQ09,0.396
180,O01498,0.396
5742,Q95Q97,0.396
7847,Q9NA98,0.396
5413,Q09541,0.396
18282,Q93761,0.396
3194,P53589,0.396
5711,P34212,0.396
8594,P34540,0.396
2708,Q19680,0.396
6468,Q21633,0.396
3344,O16880,0.396
10795,Q9U2J6,0.396
7817,Q19202,0.396
10341,Q9UAV5,0.396
6331,Q09990,0.396
9246,Q9NAB2,0.396
4066,P91197,0.396
11614,Q9U6P6,0.396
4480,Q95Q11,0.396
4696,P91910,0.396
3724,Q20993,0.396
17607,O16619,0.396
7852,P34638,0.396
5018,Q9NHC3,0.396
15625,Q9TXZ9,0.396
4266,P34650,0.396
6956,Q22918,0.396
7443,Q94125,0.396
21218,P52275,0.396
4284,P34529,0.396
8204,Q18924,0.396
5291,O44148,0.396
8204,Q6EZG5,0.396
8150,Q18688,0.396
24602,Q95QB5,0.396
8150,Q9N4A5,0.396
16682,Q8MP09,0.396
4199,O01498,0.396
26250,Q03598,0.396
11490,Q93874,0.396
10631,Q22053,0.396
10695,Q22236,0.396
11151,O45011,0.396
5601,Q20950,0.396
8301,Q20680,0.396
6854,Q17389,0.396
19212,Q9U3L8,0.396
9047,Q23511,0.396
4891,A9Z1L1,0.396
19212,Q95QE8,0.396
19212,Q09995,0.396
4891,Q9U307,0.396
7918,Q94272,0.396
19212,Q10040,0.396
1828,G5EBJ7,0.396
4541,P91856,0.396
6391,Q09543,0.396
8303,Q9NAB4,0.396
3467,Q21945,0.396
8303,Q9NA62,0.396
3686,Q9N4I1,0.396
7301,P49632,0.396
10391,Q95Y25,0.396
15415,Q09433,0.396
9035,Q9GZH3,0.396
5955,G5EBS1,0.396
24551,Q9Y194,0.396
6378,G5EEQ8,0.396
6257,Q03577,0.396
12525,Q17499,0.396
13482,Q65CM5,0.396
15797,O61790,0.396
5173,Q9BL35,0.396
1183,P34686,0.396
3101,Q23451,0.396
15103,Q17593,0.396
7858,P91406,0.396
5510,Q9UAV3,0.396
6041,P91079,0.396
16490,Q94055,0.396
6844,P46561,0.396
12774,Q21215,0.396
5510,P52652,0.396
7012,P14585,0.396
14003,G5EEY5,0.396
4332,Q95003,0.396
24360,Q9TXT9,0.396
2310,G5EET2,0.396
5576,Q27538,0.396
33576,Q95QU5,0.396
14816,Q23451,0.396
6901,G5ECU5,0.396
4217,P47209,0.396
4549,G5EGK1,0.396
10705,Q9XX28,0.396
8186,O16297,0.396
205,Q09590,0.396
9679,O01577,0.396
7809,Q02330,0.396
24579,Q7Z1Q3,0.396
14823,A5JYX3,0.396
24360,Q19605,0.396
7541,O18180,0.396
2448,Q27888,0.396
3039,P34455,0.396
17355,Q9U307,0.396
2303,G5EGM3,0.396
11163,P41877,0.396
6249,Q23124,0.396
4748,Q17967,0.396
4592,Q20443,0.396
16996,Q23146,0.396
1464,Q93873,0.396
21053,Q9U2Q9,0.396
18827,Q10651,0.396
3961,Q965N4,0.396
18827,Q09629,0.396
1493,Q93454,0.396
5166,Q23126,0.396
24365,Q9N4I0,0.396
4096,Q9U296,0.396
6138,Q18253,0.396
5917,Q20655,0.396
1598,Q20060,0.396
15395,P30646,0.396
3017,G5EDY0,0.396
15395,Q23500,0.396
2954,Q9XWF2,0.396
15758,O02642,0.396
6276,Q95Y87,0.396
10038,Q03206,0.395
2912,P91276,0.395
2120,Q10462,0.395
8303,Q9TXV7,0.395
3821,Q95YB2,0.395
3366,Q17593,0.395
2113,O17759,0.395
6300,Q9U302,0.395
10944,Q9N5C4,0.395
10680,Q9UB00,0.395
15103,Q05062,0.395
7519,O61660,0.395
993,O44952,0.395
15103,O61742,0.395
8549,G5EBZ1,0.395
8418,O44183,0.395
1522,Q20636,0.395
24203,Q7JMA9,0.395
4309,G5ECU4,0.395
10359,Q19440,0.395
5625,Q9GR61,0.395
6787,Q22236,0.395
4707,Q9N492,0.395
6275,Q9XTI0,0.395
3696,G5EFA2,0.395
3448,Q9N588,0.395
844,Q19358,0.395
12035,Q965N7,0.395
4421,O01602,0.395
3516,O62138,0.395
9317,Q9U1W9,0.395
1973,G5EGH0,0.395
11642,Q21926,0.395
8786,Q9NA32,0.395
10893,P34697,0.395
16758,O01591,0.395
7992,O01623,0.395
192,Q21215,0.395
16758,Q9Y194,0.395
2478,Q19680,0.395
1354,Q23451,0.395
124,P52709,0.395
3059,Q22630,0.395
6323,G5ECH0,0.395
9014,O45496,0.395
4095,P49405,0.395
7622,O17919,0.395
11790,G5ECR7,0.395
466,P34429,0.395
2750,P34369,0.395
4156,Q09657,0.395
5311,Q93315,0.395
3124,P35449,0.395
899,O01854,0.395
6395,Q9N5X5,0.395
5711,G5EC71,0.395
8057,P49632,0.395
9062,Q58A98,0.395
1076,Q18885,0.395
2132,Q9U302,0.395
2132,Q9U2U7,0.395
2125,Q09996,0.395
24365,G5ECY6,0.395
1779,Q93640,0.395
1779,B5BM27,0.395
3126,Q9U2X0,0.395
5083,P91025,0.395
13350,Q17684,0.395
464,Q95NM6,0.395
4122,O62139,0.395
8268,Q9U2M4,0.395
8103,Q20220,0.395
4677,Q9NAN1,0.395
6331,Q23356,0.395
7311,Q9TXR4,0.395
8078,G5EFA2,0.395
8661,Q8WQG9,0.395
104,Q9XUP3,0.395
7732,Q22000,0.395
2826,O45303,0.395
8255,Q19108,0.395
21059,Q22137,0.395
18230,Q95PZ8,0.395
11490,H2KZK7,0.395
4727,P51403,0.395
10894,Q22781,0.395
9140,P91857,0.395
3132,Q18493,0.395
5944,O45923,0.395
6013,G5EF77,0.395
5239,Q9N384,0.395
16666,O61460,0.395
9223,Q18483,0.395
7071,Q9UAV5,0.395
7673,Q18426,0.395
12902,O01685,0.395
3894,H2KZ17,0.395
8198,O61217,0.395
11056,Q9N5S1,0.395
21704,P91400,0.395
24877,Q21801,0.395
19731,Q9TZD9,0.395
2685,Q9XXD4,0.395
5625,Q9TZA0,0.395
26464,O44538,0.395
12542,O02225,0.395
21804,Q93650,0.395
3393,Q9BKU3,0.395
5798,P14585,0.395
10112,Q20845,0.395
984,G5ECQ8,0.395
14349,Q17533,0.395
15575,O02642,0.395
11931,O17730,0.395
11704,Q22111,0.395
9283,Q23445,0.395
15792,Q9U2U0,0.395
5092,P91079,0.395
4173,O44782,0.395
9283,G5EG80,0.395
4933,O01427,0.395
16078,Q9N2W9,0.395
6981,Q3S1J8,0.395
16078,Q93650,0.395
10307,O44451,0.395
73,Q19680,0.395
3538,G5EDC5,0.395
6371,Q9TYP1,0.395
5743,Q17577,0.395
3447,P49632,0.395
5278,O44555,0.395
8964,Q9XTU1,0.395
17473,O44836,0.395
2160,G5EFQ1,0.395
22230,Q09433,0.395
17038,G5EC98,0.395
11833,Q20340,0.395
328,Q09433,0.395
5987,G5EEQ8,0.395
6947,O18037,0.395
6119,Q17574,0.395
16547,Q19328,0.395
4908,O16454,0.395
484,Q9XVH6,0.395
6252,Q17958,0.395
9555,Q17498,0.395
11157,G5EDM5,0.395
780,P34286,0.395
5073,P12844,0.395
6339,Q19440,0.395
6043,Q9NF11,0.395
11334,Q9U2X0,0.395
5350,Q23280,0.395
4070,P41937,0.395
11466,Q93615,0.395
8378,Q9GYJ1,0.395
1835,Q21276,0.395
1191,Q22000,0.395
8561,O16264,0.395
1191,Q9U357,0.395
6012,Q9N4Y8,0.395
15032,P17330,0.395
15032,P04970,0.395
6613,O44406,0.395
8629,Q9U2D0,0.395
11711,Q9XXD4,0.395
9033,P91270,0.395
16401,Q20848,0.395
13706,Q21053,0.395
7023,Q19087,0.395
5995,G5ED07,0.395
9346,O45012,0.395
5995,G5EG18,0.395
20667,P18334,0.395
9346,O44712,0.395
5995,O16247,0.395
5269,Q9XXM2,0.395
3120,P34568,0.395
21450,Q22856,0.395
25204,Q18237,0.395
1367,Q8I111,0.395
1645,Q10661,0.395
23119,Q23451,0.395
6234,O76360,0.395
4192,Q18938,0.395
4030,Q27538,0.395
5215,O02215,0.395
1615,Q9U2K8,0.395
719,Q9XTY5,0.395
3173,P49632,0.395
10204,Q8T5S1,0.395
14273,P54936,0.395
3397,Q10663,0.395
2451,Q21614,0.395
24401,P91020,0.395
5920,Q22031,0.395
12674,Q19358,0.395
3122,Q23355,0.395
3225,Q20641,0.395
7005,P12456,0.395
1647,G5ECM6,0.395
30751,P17329,0.395
2796,Q9U9J8,0.395
3973,G5EEN4,0.395
18831,O02158,0.395
24124,Q4A1S8,0.395
1129,Q23511,0.395
13792,Q9U2Z1,0.395
4495,Q9U283,0.395
16546,Q9XVH6,0.395
7348,O61219,0.395
7221,Q19980,0.395
6369,O01592,0.395
20667,Q8WQB2,0.395
11161,Q8MQA1,0.395
10758,Q9TZH6,0.395
8469,H2L0B7,0.395
18465,G5EFU2,0.395
18465,G5EFW8,0.395
24726,P91856,0.395
4609,Q965S0,0.395
8037,Q17900,0.395
15104,Q27873,0.395
1024,G5EDC6,0.395
8119,P34346,0.395
7348,P45896,0.395
2030,P16356,0.395
3110,Q9N392,0.395
3110,Q9XX97,0.395
10042,G5EDR3,0.395
4763,O17860,0.395
1539,Q7YTG9,0.395
7245,Q17724,0.395
7245,G5ECL7,0.395
18096,P34331,0.395
7956,Q22053,0.395
3035,P34540,0.395
3213,Q17850,0.395
15460,Q9U2D9,0.395
4032,P54813,0.395
5978,Q9U2Q8,0.395
4032,G5EFM9,0.395
7452,Q21217,0.395
11727,O01602,0.395
1678,Q93572,0.395
17516,P34419,0.395
4171,Q21918,0.395
5104,Q9N3T2,0.395
26053,Q8MXV8,0.395
2083,Q17334,0.395
2083,Q19579,0.395
26053,O44549,0.395
2797,Q94234,0.395
2797,Q8MXV8,0.395
7533,Q9XW16,0.395
5208,Q23670,0.395
4324,P34346,0.395
3405,Q09504,0.395
5694,Q9N4J8,0.395
7970,G5ED01,0.395
5897,P91910,0.395
24417,O17944,0.395
6793,Q27487,0.395
6366,Q23126,0.395
2244,Q19949,0.395
8370,Q9N4V3,0.395
7622,Q965Q1,0.395
20994,Q9XVZ6,0.395
1686,Q9XU10,0.395
15074,Q9BIG5,0.395
3250,A5JYX3,0.395
13130,Q21215,0.395
20285,Q23356,0.395
3926,O61235,0.395
13854,O45869,0.395
1316,Q9U2X0,0.395
516,Q9UAQ6,0.395
11721,O61213,0.395
5745,Q10654,0.395
2821,Q27536,0.395
12137,Q19655,0.395
2114,P49596,0.395
2114,O01426,0.395
15078,P41877,0.395
10114,Q10654,0.395
1688,P90849,0.395
8190,O44408,0.395
16836,P34346,0.395
10237,H2KZG6,0.395
59,Q17938,0.395
5243,Q19013,0.395
6300,Q9XVU2,0.395
1752,Q03206,0.395
3624,Q21925,0.395
10740,Q9NAB0,0.395
2187,Q95YB8,0.395
2441,Q93849,0.395
9062,P90916,0.395
5519,Q9XX15,0.395
17549,Q9TZ33,0.395
3467,Q9XUY2,0.395
19688,P34638,0.395
2341,P34714,0.395
588,Q20680,0.395
8268,O45552,0.395
7104,P98080,0.395
1107,Q09397,0.395
10444,Q9XVZ6,0.395
18835,Q19774,0.395
18835,P22981,0.395
1369,P52017,0.395
2327,Q9XVU2,0.395
16398,Q9U2M4,0.395
12276,Q23240,0.395
9570,Q9XVU3,0.395
9086,Q22682,0.395
2196,P34183,0.395
6351,P32085,0.395
1561,Q9XWF1,0.395
13730,O17903,0.395
25503,O76463,0.395
2015,Q9NAB7,0.395
8313,P47209,0.395
1174,Q9BIB4,0.395
11439,Q23528,0.395
4054,P45894,0.395
18027,B7WN66,0.395
3283,P52015,0.395
5340,P90916,0.395
3283,P52011,0.395
27902,Q9GYT0,0.395
4644,G5EG58,0.395
6224,Q9TZ69,0.395
4006,Q22716,0.395
6697,Q17790,0.395
7422,Q21215,0.395
12035,G5EGK8,0.395
7412,Q8WQA8,0.395
7412,Q9U2X0,0.395
13157,Q9XTY5,0.395
6006,O01806,0.395
7412,Q18511,0.395
8897,P52015,0.395
4059,Q03206,0.395
11047,Q20057,0.395
12397,Q10454,0.395
7844,Q09504,0.395
15970,Q20122,0.395
6641,P41938,0.395
5761,Q23158,0.395
1283,O45012,0.395
13811,H2KYI5,0.395
7541,O01803,0.395
22880,O76632,0.395
5510,Q9XVS1,0.395
4650,Q9XWG9,0.395
17701,O44906,0.395
1673,G5EGG0,0.395
8563,Q93761,0.395
2119,Q9Y041,0.395
7847,Q23451,0.395
3864,O62146,0.395
7099,Q95PZ8,0.395
5712,P49595,0.395
252,P41828,0.395
6780,Q9XU15,0.395
11490,P52166,0.395
4634,Q9N2Z7,0.395
10788,G5EBR7,0.395
3922,Q19207,0.395
10401,Q95Q25,0.395
11721,Q8MXT1,0.395
6433,Q05062,0.395
5565,O45818,0.395
5565,Q09603,0.395
653,Q9XVH6,0.395
5757,Q18898,0.395
15910,G5EDY2,0.395
3448,Q20728,0.395
6946,P53795,0.395
30751,P17330,0.395
12468,Q9N5U1,0.395
1489,P32756,0.395
10465,G5ED07,0.395
6169,Q20680,0.395
11381,P50432,0.395
7490,G5EDN1,0.395
11324,Q23623,0.395
6862,O17365,0.395
18407,Q9XVU2,0.395
21448,G5ECR5,0.395
12290,O61198,0.395
13551,A5HWB2,0.395
3475,Q93244,0.395
3291,O17680,0.395
6087,P53585,0.395
1245,G5EDN0,0.395
3026,Q09567,0.395
8547,G5EGR8,0.395
9427,G4SRS5,0.395
14044,Q19151,0.395
4712,P34575,0.395
2214,Q19705,0.395
8631,O45246,0.395
3122,P35603,0.395
26052,Q93576,0.395
3672,Q23511,0.395
3017,P91276,0.395
3017,O01577,0.395
23986,G5EGM3,0.395
7054,Q10651,0.395
2347,Q9N3S7,0.395
24121,Q9N3T5,0.395
3017,P41848,0.395
9001,Q20605,0.395
2746,G5EGB3,0.395
12432,Q9XWV3,0.395
12475,Q17900,0.395
2187,P49632,0.395
3468,O17352,0.395
3657,Q9BL83,0.395
11801,O18000,0.395
13126,Q09525,0.395
2578,P34652,0.395
20210,Q9N590,0.395
3676,O16299,0.395
1198,O45876,0.395
21954,Q20048,0.395
15104,Q94125,0.395
15979,Q9N3S8,0.395
14342,Q2V4S2,0.395
5475,Q21053,0.395
8772,P41848,0.395
4848,Q20993,0.395
4308,P41988,0.395
460,Q965N7,0.395
1884,Q9N3F1,0.395
4308,Q19046,0.395
14016,Q09567,0.395
3184,Q7YTI0,0.395
22316,P32085,0.395
2940,P04970,0.395
4308,Q5WRS4,0.395
3767,O76383,0.395
5681,O62169,0.395
5173,O61847,0.395
12876,B5BM30,0.395
16401,Q22492,0.395
3035,Q22171,0.395
5901,G5ED95,0.395
6794,Q9N3F1,0.395
4387,B4E3X6,0.395
6020,Q20680,0.395
8370,Q9XXI9,0.395
4500,P34722,0.395
9117,H2KYJ6,0.395
4033,Q9XX97,0.395
3712,Q965W3,0.395
5585,Q22000,0.395
12685,O61741,0.395
15357,Q9U302,0.395
21640,P49405,0.395
2118,O17589,0.395
3009,Q09530,0.395
14769,P54813,0.395
14769,G5ECR8,0.395
14769,G5EDN1,0.395
9210,Q22317,0.395
5403,Q19202,0.395
8947,O44739,0.395
25429,O45666,0.395
6214,O17695,0.395
11756,O17761,0.395
6269,Q19341,0.395
8772,Q965N7,0.395
15460,Q22492,0.395
7851,Q9TZC4,0.395
19707,Q9GZI3,0.395
6001,Q94360,0.395
18752,O62108,0.395
138,P52015,0.395
4830,Q9N517,0.395
1057,P34331,0.395
946,Q09453,0.395
2236,Q9N4I4,0.395
14296,P12456,0.395
3932,P14585,0.395
6895,Q93619,0.395
6688,Q9TXM0,0.395
2435,Q20060,0.395
4456,O02096,0.395
362,Q23490,0.395
20992,Q09567,0.395
9577,P34299,0.395
2690,P27798,0.395
10114,Q20796,0.395
8259,P52017,0.395
2801,Q9NAB4,0.395
3866,A7LPD8,0.395
16274,Q968Y9,0.395
13157,P34575,0.395
7419,G5EG10,0.395
5565,Q09490,0.395
7680,Q93315,0.395
18196,Q09567,0.395
1080,P51403,0.395
8036,Q9XVU3,0.395
8272,O44441,0.395
13396,Q21774,0.395
5437,Q9XWN7,0.395
12137,Q6EZG5,0.395
22780,Q18688,0.395
15357,Q19877,0.395
398,Q95Y87,0.395
4661,Q9N5X5,0.395
5565,Q18031,0.395
5437,Q20796,0.395
23897,Q17632,0.395
5437,Q95XD0,0.395
179,Q18212,0.395
14512,Q9U9J8,0.395
8182,P34650,0.395
4158,Q960A1,0.395
26260,Q21917,0.395
8299,P34409,0.395
5437,Q9N4A7,0.395
4650,O62250,0.395
15450,P22981,0.395
10904,Q9NEZ8,0.395
2375,Q9U1X0,0.395
6585,Q9XTY5,0.395
8496,A9UJN4,0.395
4057,Q03577,0.395
5337,Q20751,0.395
4650,O01683,0.395
26751,P34638,0.395
3007,O44514,0.395
6252,Q21902,0.395
2397,P34686,0.395
16259,Q09591,0.395
10379,O01312,0.395
13838,P02567,0.395
6024,Q8WQB3,0.395
4122,O16284,0.395
325,P34574,0.395
4174,Q23451,0.395
10332,Q27888,0.395
50,Q21824,0.395
3676,Q21029,0.395
4133,P91454,0.395
12337,Q19825,0.395
3503,Q9N390,0.395
11535,Q10002,0.395
9047,O45303,0.395
106,Q9U1Q4,0.395
6035,P90994,0.395
3976,O01926,0.395
6688,Q9U296,0.395
5736,Q21005,0.395
5736,Q9NA62,0.395
1858,O45011,0.395
10607,Q21481,0.394
10239,Q9BI71,0.394
811,Q0G819,0.394
18323,Q27888,0.394
3337,Q20140,0.394
3686,Q93696,0.394
118,P34578,0.394
8830,Q19162,0.394
2256,Q23155,0.394
11246,Q20390,0.394
5662,Q22230,0.394
5333,Q18434,0.394
6280,Q95QU5,0.394
3300,Q95QV8,0.394
11197,G5EFQ4,0.394
21163,G5EET2,0.394
9380,Q20239,0.394
2856,Q20239,0.394
5601,G5EG96,0.394
5601,Q9XWF2,0.394
3213,Q9NGT3,0.394
5601,O01803,0.394
2333,P09446,0.394
12303,Q93456,0.394
11230,Q18885,0.394
5494,P34446,0.394
7852,Q10454,0.394
3464,G5EDE8,0.394
8003,Q22317,0.394
653,Q7JKC3,0.394
865,Q17446,0.394
1606,Q19440,0.394
8377,Q93341,0.394
2082,O44712,0.394
2577,P16356,0.394
8606,O17759,0.394
16898,P90731,0.394
3657,G5EBF7,0.394
21804,P54812,0.394
26738,P34712,0.394
10154,G5EG26,0.394
3279,Q17557,0.394
24489,O45815,0.394
9589,O01803,0.394
8789,Q09522,0.394
149,Q19722,0.394
8929,Q8ITY4,0.394
14457,Q18885,0.394
3779,Q27481,0.394
7301,Q9XW92,0.394
7301,P34480,0.394
10042,Q9U302,0.394
6423,P41938,0.394
26260,Q23445,0.394
16183,Q9XU10,0.394
904,Q11190,0.394
11801,O45815,0.394
4233,Q17574,0.394
4480,Q18817,0.394
8062,O44995,0.394
5901,Q93714,0.394
7248,Q94148,0.394
4977,O61235,0.394
9427,Q9UAW8,0.394
5901,O61199,0.394
1076,Q23623,0.394
4977,Q8MYL7,0.394
10836,P34685,0.394
8515,O17903,0.394
11294,Q17983,0.394
515,P41992,0.394
6356,Q23270,0.394
19070,P91425,0.394
2475,B3WFZ2,0.394
4171,Q18426,0.394
12699,Q93794,0.394
14213,P30645,0.394
701,Q20049,0.394
849,G5EES3,0.394
16064,O44608,0.394
11486,Q19680,0.394
13052,P34575,0.394
9905,O16991,0.394
2901,P34385,0.394
12633,Q20628,0.394
8033,Q9XX28,0.394
9346,P34355,0.394
3090,P48150,0.394
7495,Q93968,0.394
15250,Q20390,0.394
2475,G5EG04,0.394
1663,P48181,0.394
2160,Q18758,0.394
6115,Q18566,0.394
24365,G5ECJ6,0.394
4684,O17966,0.394
21908,P51485,0.394
10205,O18256,0.394
10205,H2L0B7,0.394
1818,Q93167,0.394
5337,P30648,0.394
10205,Q21353,0.394
20393,Q18846,0.394
4114,Q10651,0.394
12035,P91276,0.394
20039,Q23158,0.394
7439,Q18853,0.394
8028,Q18993,0.394
3300,Q23223,0.394
1081,O44739,0.394
3844,Q9XUV0,0.394
4091,G5EBV0,0.394
24007,Q8WQL7,0.394
6088,G5EBV0,0.394
4909,O61815,0.394
10111,P30646,0.394
513,G5EFF7,0.394
6468,Q09422,0.394
2475,Q09979,0.394
17957,Q93794,0.394
2349,G5EDN1,0.394
9692,Q9XXD8,0.394
12674,Q17607,0.394
7314,O18000,0.394
2044,Q9GYK4,0.394
2881,Q9XVH6,0.394
10541,G5EG18,0.394
2130,Q9N390,0.394
10118,Q9U2G5,0.394
19886,H2KYI5,0.394
8758,Q20414,0.394
1963,G5EDU3,0.394
853,Q9N5B3,0.394
10667,P34308,0.394
7489,P46559,0.394
13015,P34652,0.394
1369,O45012,0.394
1196,Q9XUW5,0.394
13836,O44960,0.394
1775,G5ECA0,0.394
20048,Q18846,0.394
13849,G5EET5,0.394
23404,P04970,0.394
7668,Q09527,0.394
7492,Q17684,0.394
19212,P0DM41,0.394
16861,G5EGE3,0.394
19212,Q9N4S0,0.394
6575,Q9XXJ2,0.394
3371,Q9XXD8,0.394
59,P34545,0.394
4178,Q6EZG5,0.394
19212,Q18969,0.394
8663,Q17800,0.394
3371,P34476,0.394
19212,O44156,0.394
904,O17850,0.394
3012,P03949,0.394
6169,G5EFI8,0.394
5993,Q18898,0.394
3121,Q22820,0.394
8197,Q18187,0.394
7121,O16521,0.394
11163,H2KYT9,0.394
1645,Q19437,0.394
4534,Q19087,0.394
3976,G5EGH2,0.394
11510,Q9XVH6,0.394
5778,O17966,0.394
7647,P52713,0.394
6119,Q21274,0.394
825,Q9N4I4,0.394
5560,Q09315,0.394
24360,O17566,0.394
5560,O17622,0.394
14985,O16890,0.394
17607,P34331,0.394
13044,P49041,0.394
850,O01579,0.394
9955,Q22143,0.394
10597,Q10663,0.394
4778,Q22370,0.394
5394,Q20875,0.394
4233,Q19752,0.394
4654,Q9XVE5,0.394
9140,Q23639,0.394
23100,Q21752,0.394
4650,Q2PJ68,0.394
4641,Q9UAV5,0.394
20285,Q86D99,0.394
8530,Q9U295,0.394
2365,P27604,0.394
7653,Q19749,0.394
2915,Q17432,0.394
2940,P54936,0.394
4913,Q18217,0.394
18827,Q9NA98,0.394
22784,Q19087,0.394
4189,Q10654,0.394
9395,Q9U357,0.394
5219,Q20751,0.394
12958,H2KZG6,0.394
5825,Q22053,0.394
8606,Q9N3Z3,0.394
5265,P45894,0.394
3467,G5EDF7,0.394
6379,Q18910,0.394
7842,Q9N456,0.394
6379,P90922,0.394
21876,O16522,0.394
18708,Q19825,0.394
14296,Q9N4I0,0.394
8148,Q22630,0.394
18831,Q03563,0.394
4665,Q9XTS4,0.394
3021,Q9U241,0.394
12389,Q20375,0.394
6484,P34213,0.394
5269,Q968Y9,0.394
4456,O44975,0.394
3405,P41848,0.394
24365,G5EC98,0.394
2935,Q9N4Y8,0.394
2912,O02168,0.394
7862,P55954,0.394
6989,O44995,0.394
2770,Q23191,0.394
3250,B3WFZ2,0.394
2318,P34355,0.394
4911,Q9U2Z1,0.394
14806,Q09504,0.394
2318,P46562,0.394
4133,O44408,0.394
15979,Q95ZQ3,0.394
11,Q9NHC3,0.394
3973,O62146,0.394
6593,Q8ITY6,0.394
8515,Q17754,0.394
8515,Q21224,0.394
11288,Q93761,0.394
7412,G5EBI4,0.394
7412,Q18347,0.394
8411,Q23155,0.394
5083,P90949,0.394
7485,Q20624,0.394
4629,Q10929,0.394
9033,Q17432,0.394
3913,P27420,0.394
16486,P50305,0.394
13594,P49596,0.394
16486,Q27522,0.394
2048,Q9XX15,0.394
2771,P34346,0.394
24085,Q21565,0.394
5641,Q23445,0.394
3964,P50140,0.394
12318,Q22307,0.394
5591,G5EF83,0.394
4991,P91856,0.394
4763,Q95QV8,0.394
7428,Q2L6U6,0.394
3516,Q20352,0.394
1084,O44782,0.394
16850,Q9N5A0,0.394
10509,P91910,0.394
9128,Q22031,0.394
2769,Q9NA78,0.394
5379,Q10002,0.394
10275,Q10651,0.394
9864,Q9U334,0.394
6129,P91425,0.394
13438,O01685,0.394
4564,G5EFI8,0.394
4436,Q17361,0.394
4624,G5ECR8,0.394
3324,Q09522,0.394
7239,P30646,0.394
26133,G5ECM6,0.394
10701,Q4TT88,0.394
7902,B1V8A0,0.394
14833,Q20950,0.394
2143,O17214,0.394
3763,O61815,0.394
21059,O44750,0.394
7812,O02089,0.394
12389,G5EGA6,0.394
6180,Q9N3S8,0.394
13818,P41830,0.394
7345,P91988,0.394
6113,O01541,0.394
466,G5EFD9,0.394
5350,Q7JKC3,0.394
10219,Q21463,0.394
9973,Q21929,0.394
14003,Q18511,0.394
7187,Q8MXS8,0.394
11711,G5EDF9,0.394
3821,G5EBZ1,0.394
11711,O01854,0.394
4583,Q21323,0.394
2123,Q22741,0.394
4583,P41937,0.394
3023,Q9NHC3,0.394
6328,P34286,0.394
6012,Q21966,0.394
4875,Q21750,0.394
8784,O02200,0.394
12377,Q19162,0.394
6328,O16249,0.394
15460,Q09315,0.394
5323,Q5WRS4,0.394
24402,Q9U3C8,0.394
14833,Q19605,0.394
6181,Q93761,0.394
1937,P30632,0.394
1826,G5EFH4,0.394
5291,Q02328,0.394
6245,Q9U1R7,0.394
3515,Q19207,0.394
16726,O02640,0.394
1345,O17695,0.394
11790,G5ECR8,0.394
11164,G5ECY6,0.394
3862,Q8I4G4,0.394
2776,P28191,0.394
2485,G5EDF9,0.394
724,O44164,0.394
16666,P52554,0.394
4004,Q95Y87,0.394
2783,O45148,0.394
1367,O76383,0.394
788,G5EF68,0.394
10038,Q09523,0.394
6210,Q23451,0.394
5430,P34346,0.394
17679,Q8I111,0.394
1029,Q9UAV5,0.394
3278,O62139,0.394
9801,Q19537,0.394
3821,O45709,0.394
6497,O02086,0.394
3447,G5ECD7,0.394
3447,Q2XN02,0.394
6578,G5EER4,0.394
13165,Q21219,0.394
24310,Q22947,0.394
4299,Q17761,0.394
23915,Q09440,0.394
906,G5EEN4,0.394
18066,Q09590,0.394
7918,Q20057,0.394
233,Q21693,0.394
18835,O17695,0.394
6343,Q9N3H9,0.394
4075,Q09545,0.394
19731,P53014,0.394
19731,O45815,0.394
8371,O44739,0.394
18831,P91079,0.394
4849,P91997,0.394
17701,G5EFQ1,0.394
24455,Q18237,0.394
18230,Q20624,0.394
5510,G5EDF5,0.394
10228,Q17898,0.394
7104,Q9U307,0.394
6844,G5ECU5,0.394
9385,Q09660,0.394
22880,P90789,0.394
6844,O16284,0.394
20695,Q19202,0.394
11105,P34707,0.394
398,G5EF86,0.394
8077,Q22101,0.394
10009,Q18688,0.394
8681,Q20048,0.394
10800,Q10657,0.394
11288,Q93576,0.394
8563,Q9XVJ3,0.394
803,Q22137,0.394
15910,Q23457,0.394
11006,O45709,0.394
421,Q9U295,0.394
2327,P34497,0.394
9291,P83388,0.394
12229,Q10663,0.394
9895,Q18688,0.394
12558,Q21285,0.394
10393,Q22630,0.394
3101,O45502,0.394
8784,Q9BKQ5,0.394
3724,G5ECH7,0.394
9643,Q93338,0.394
2448,P53589,0.394
16124,P34552,0.394
9317,Q05062,0.394
6230,Q965X6,0.394
7858,G5EF06,0.394
617,Q7YXH5,0.394
9048,Q9XVH6,0.394
999,Q20100,0.394
5711,Q9BL46,0.394
2016,Q09657,0.394
11711,G5ECI8,0.394
